InteractorA,InteractorB,Label
Q9HB71,P14324,0
Q5PP65,Q9C9L2,1
O60238,Q00536,0
Q53HL2,O15392,1
O94972,O43482,0
P55072,Q07666,0
Q9BZF9,Q8N1B4,0
Q9UHY7,Q9GZW8,0
Q9UEU0,Q9Y6H5,0
O15155,P13569,0
Q9FPQ8,Q84JS6,1
P14678,Q6N063,0
P61964,Q9Y4Y9,1
Q96GM8,Q6I9Y2,0
Q96H55,Q9BWT7,1
Q9SK22,Q940B0,1
Q15486,Q9UGY1,0
Q99961,Q5T2W1,0
Q6IQ23,Q86US8,0
Q9NWB7,P60903,0
Q8L7F7,Q9FWS3,1
Q07912,P49418,1
Q9UPT6,P53041,0
P07948,Q12934,0
Q9UBQ0,P12429,0
Q9UBF6,Q9UII2,0
P41279,Q13526,1
Q9Y3C5,P36639,1
F4IMQ0,Q9FH51,1
O43765,Q8TAT6,0
Q8IX03,P51965,0
Q9Y5M8,P61604,0
P49368,Q86TW2,0
Q99615,Q9NZL4,1
Q9STK6,Q93YT1,1
Q9FML4,Q9SIV3,1
Q9NRI5,Q9P107,0
Q9NRN5,O75899,0
Q12972,Q6P1J9,1
O60260,P19823,0
P11274,P09972,0
Q9SY65,Q9FGY4,1
F4K5X6,O22264,1
P29692,P01270,0
Q08945,P51884,0
P18669,O95059,0
P49137,Q9Y570,0
P54578,P61970,1
O43347,P50402,0
Q8NFV4,Q86UW9,1
Q9UQB8,Q9NRI5,1
P51690,O14717,0
P09471,Q9BQ95,0
Q8NFZ5,P04843,1
Q8S396,Q1EC66,1
Q9BXW9,Q99741,0
O23090,Q8LBM2,1
Q9Y237,Q12972,0
Q13490,P05231,0
P11362,Q13480,1
Q9UKC9,P20264,0
Q15020,P51572,0
Q96286,Q6X7K0,1
Q9FKJ9,Q9S7M2,1
Q9Y5Q9,Q96RQ1,0
Q9UHD2,P98170,1
P27816,A0JLT2,0
Q56X95,Q9FIJ0,1
Q8TAF3,O95568,1
Q68CZ1,P36776,1
O95661,P07948,1
Q9BQ95,Q6IB77,0
O81057,Q93ZT5,1
Q9NS91,P30291,0
Q06323,Q96L34,0
Q9BXW9,O15327,0
P55060,P34913,0
P61006,Q6FII1,0
Q93WJ9,Q93W34,1
O14548,P08581,0
Q9MAK9,Q9LT08,1
Q92481,Q9BY11,0
Q8IZ69,Q96JK2,1
O60895,Q3B820,0
A1L4K1,Q14244,1
P55852,Q9LQT8,1
Q99741,Q8WXE1,1
Q9LEX0,Q9LNW0,1
Q16543,P40925,0
Q9FM10,Q9SMM5,1
Q96G74,Q8N159,0
P33993,Q99959,1
Q9BZV1,Q9NQW6,0
Q96303,Q84VQ1,1
Q8TAF3,Q9Y6N9,1
Q13501,Q15276,0
O75569,Q9NX18,0
Q38845,Q8S307,1
Q8GYA4,Q8GUM3,1
Q9H4P4,P43403,1
Q13523,Q9BTW9,0
Q9Y6K9,Q9Y6E0,0
Q9BQA1,P14678,1
Q03393,Q9UNE7,0
P54888,P43286,1
Q9FRL3,Q9LXV3,1
Q12986,Q8NE71,1
Q9NY33,Q96KB5,0
Q96JB5,O14782,0
Q9NVC6,Q4G0J3,1
P14866,Q96PU5,1
Q9SHI7,Q9SQH6,1
Q9BYD3,Q15056,0
Q13107,O00410,1
Q8N9W6,Q08426,1
Q14258,Q6P2H3,1
Q13227,Q08170,0
Q96QE5,P23490,0
P54105,Q9H8V3,0
Q8IZ40,Q9UQ90,0
Q9UKE5,P25786,1
Q96RU8,Q8N2I9,1
O75398,P61313,0
P04629,P84098,1
O00444,Q8ND24,0
Q96ER3,Q9UBE0,1
Q7Z5N2,Q6IB77,0
Q9C774,Q93Y35,1
Q39023,Q9LV28,1
Q08495,Q9Y333,0
Q9GZP1,Q8N2I9,0
P30050,P02545,0
Q07352,P55316,0
P51572,P31751,0
P60468,Q15392,1
P53621,Q9P258,0
Q12846,Q8WU20,1
P43405,Q9BZF9,0
P14222,Q9H8M7,0
O04351,Q84JS6,1
Q9Y6H3,Q8IYI6,1
Q38819,Q8LF80,1
O00559,O14964,1
Q84N34,C0LGE0,1
Q96B02,Q96AE4,0
Q13137,P62826,0
P30281,O43765,0
P09960,P42677,0
Q8WVV9,Q8TBB1,0
O75031,Q03933,1
Q9Y234,P05026,0
Q9H492,Q9BTW9,0
Q9M352,O22254,1
P53621,O43913,0
Q9UKN8,Q8TBB1,0
P30153,P33240,0
Q9NRX1,Q9P0W2,0
Q96FK6,P47929,0
O80438,Q38896,1
Q9NYZ3,O95235,0
Q02241,Q7Z7L1,0
P22459,Q9P1Z2,0
Q16666,Q92900,1
Q8H0U4,Q9S7H3,1
O95429,Q96J88,1
P10636,Q9UQ80,1
Q12959,Q9UPT5,0
Q9LDE4,P92937,1
O15016,P18074,1
Q9Y2I6,Q9UI14,0
P27448,Q93077,0
O95271,Q9HCM9,0
Q15050,O75533,1
O43586,P50570,1
P36776,Q12986,0
P49720,P02768,0
P34932,P61952,0
Q9NY33,O75078,0
O95229,O43264,1
O94906,Q8WVV9,1
Q42556,Q1EC66,1
Q9NXU5,P36405,0
Q9P2N6,P34932,0
P39748,Q9BUJ2,0
P13569,Q9P258,1
Q96DI7,Q8WXA9,1
Q9BPZ3,Q9Y5X1,0
Q6IPR3,Q6PJT7,1
O15016,Q17RY0,1
Q8NC42,O95249,1
Q8N431,O95466,0
P08581,P33993,0
Q969H0,Q9UHX1,1
Q9Y2X7,Q92997,0
Q676U5,P17480,1
P29074,P45984,0
Q06546,P14866,0
Q92692,P27635,0
P35712,O43255,0
P08107,O00757,0
Q9ZPR7,P0DH95,1
Q03393,P54274,0
O00458,Q53HC5,0
Q9NRH1,O43680,0
P12236,O15182,0
O95155,P30260,1
Q14671,Q6ZW49,0
Q39024,Q8S307,1
Q92973,O60518,1
Q969X0,Q96L34,0
Q86V86,O15143,1
Q9M9U0,P42643,1
P49736,Q6IQ55,1
Q9NWW0,Q69YU3,0
Q14596,Q9UBU8,1
P49257,P43307,1
Q92900,O95801,1
Q6T4P5,P24394,0
P29590,Q6ZW49,1
Q9LMN8,Q84MA9,1
Q9S7Q7,Q9FVC1,1
P04629,Q2NL82,1
Q6J9G0,O43399,0
Q9LMN8,P46032,1
Q9UQN3,Q9UH03,0
O22715,Q9SUS3,1
Q8NBM4,P68400,0
P46286,Q9ZSD4,1
Q8N5V2,A1L0T0,0
Q13330,Q92575,0
P28324,Q96RP9,0
Q9BTV5,O95182,0
P09497,P51965,0
Q14919,Q5JVS0,0
Q9C9L2,Q56XU4,1
Q13084,P20827,0
Q9P1Z2,O15527,0
Q9Y5U2,O43639,0
Q13526,Q9H8Y5,0
Q9SAR0,P42644,1
P46108,P54105,0
O14733,P36776,1
P62314,Q9GZZ9,0
Q9NZ81,Q96FE5,0
Q9NRI5,Q05682,1
Q9P0L0,O75410,1
Q12840,O14775,0
Q99689,P20338,0
Q9BRK4,P50542,0
O43933,Q8IY31,1
Q9Y5W9,P19174,1
P55072,Q96AJ1,1
Q9M274,Q9LJB7,1
Q9Y277,P11172,1
Q41969,P93654,1
P40855,P20290,0
Q9SIT9,Q9C9L2,1
Q42404,Q8RWY7,1
Q6IAM1,O95571,0
Q9NRA8,Q9BWG6,0
A1L390,P08621,1
P42696,Q13610,1
Q13112,Q9NQP4,1
Q9HBD1,O95816,1
Q9LK95,Q1EC66,1
Q94AH6,Q9LQ95,1
P20290,Q9UNE7,0
P09104,O43680,0
P21860,P50336,0
Q6R2K1,Q6R2J8,1
O94941,Q9BWF2,1
O15016,O94874,0
Q96B97,Q8IUD2,1
Q93Z00,Q9LQT8,1
Q15050,P46778,0
Q9Y276,P01215,0
Q16531,Q8TEH3,0
Q9FFP9,O04719,1
Q9SXC8,Q9LX49,1
O23115,Q84RD1,1
Q13523,P63208,0
Q9NUJ1,O60285,0
Q5JTZ9,Q6IQ23,0
Q9UBF6,P42226,0
O75771,Q96H55,0
P05060,O75381,0
Q9UFN0,Q07065,0
Q9H0U9,Q9BVN2,0
P06753,Q9GZT6,0
P62258,P34947,0
Q08379,Q9Y2J4,1
Q39026,Q9SAZ5,1
Q27J81,Q9Y2Z4,0
O15169,Q86UK7,0
Q9NWF9-3,Q6FI91,0
Q96ER3,P50616,0
P21240,P48347,1
P50995,Q9GZN7,0
Q9UKC9,Q13216,0
Q6WKZ4,Q12904,1
Q92900,Q13523,1
Q99612,Q9H1E3,0
P07910,Q9UNE7,0
Q99759,Q9P0K7,1
Q8VYF1,Q42112,1
Q9H4B6,P26368,0
Q16659,Q9UI12,1
Q96T52,Q9BSW7,0
Q9P2W9,P36542,0
Q12809,Q99595,0
O75554,Q9Y2W2,1
Q5JTZ9,P28331,1
O43933,Q6PKG0,0
Q9UBN7,P21953,1
O15355,P11161,0
O94772,Q8TC92,0
O43482,Q02241,0
Q6ZW49,Q99661,1
O75330,O95817,0
P51114,P17936,0
Q9GZU3,Q15005,0
P02649,O95208,1
Q8TBB1,O94827,1
Q9Y4P3,Q9UBC2,0
P57078,Q9NNW5,1
Q9SF53,Q9SKX8,1
Q9P289,Q9UFN0,0
P22061,Q9UER7,0
P60468,Q86UP2,1
Q13418,Q12846,0
O95487,Q8IZE3,0
Q16659,P62191,1
P30408,Q13263,0
Q16659,Q4G0J3,0
Q9UPY8,O15235,0
P55884,P51948,0
Q01105,P08621,0
Q9BZV1,Q96RU8,1
Q14558,Q9H5F2,0
Q00613,P57727,0
Q9SN11,Q84TI6,1
Q9NTK5,P61970,1
P78344,P51149,1
Q9SQU2,P43286,1
Q8GSA7,P48348,1
Q9SZG0,P19456,1
Q9H6S1,Q9Y6K9,1
O95218,P62995,1
Q9LTF2,Q9SZD4,1
P04629,P51572,1
Q03933,Q13510,1
Q14257,Q9H9J2,0
Q9SF40,O48549,1
Q9ULV5,Q00613,1
Q8TBK6,Q9NRG9,0
O23712,Q9C774,1
P49821,P61764,1
Q96RN5,P48357,0
Q8NG27,P00797,0
Q92900,O75083,0
P59220,Q9LHI7,1
Q8W5S1,O23249,1
O22622,Q8GWD5,1
O43281,Q9BXA7,1
Q9SYU4,Q8LEM4,1
P30183,Q8LF80,1
Q96P48,Q8TBC4,0
Q9UPN9,O60566,1
P62380,Q9UNK0,0
Q08379,P30291,0
Q8TAD8,Q13480,0
P05386,O14579,0
Q8NB25,Q9BV38,0
Q9S7W5,Q8L4B2,1
Q9SI38,Q9SZJ6,1
O23320,Q9LHI7,1
P02545,Q86Y07,1
Q99873,Q13501,0
Q92630,Q9UNE7,0
P08865,P17480,0
O43390,O14544,0
Q8LAL2,Q9XED8,1
P63162,O14949,0
P08240,Q9HCE6,0
C0LGI5,Q06BH3,1
Q7Z478,Q15907,0
P10636,P28288,0
Q8IYX8,P04629,0
P54105,Q9BZB8,0
Q9NW97,Q96BK8,0
Q8N998,Q9C0F1,1
Q15645,Q9UKC9,0
Q9NRD5,Q9UHX1,0
O14744,Q9NP72,0
Q9UM54,O95208,1
Q9Y6K8,Q14761,0
Q9NQW6,Q9UHX1,1
Q502X0,Q96HL8,0
Q7L190,P62851,0
Q3KP44,P26368,0
Q9NQW6,Q9NPJ6,0
Q16842,O60925,0
O14907,P16152,0
Q9HC62,O14737,0
Q9BRX2,Q9HB07,1
O75323,P24539,1
P40763,Q07912,0
Q9LMA8,Q8W4J8,1
P12956,Q9Y383,0
Q9H8Y8,Q9Y6N9,0
P11021,Q6IAM1,0
P04406,P61769,0
Q07100,Q07099,1
Q8NE71,Q9H5F2,0
Q96DI7,Q969H0,0
O14974,Q9UL15,0
Q15121,Q13424,0
Q99612,O43312,0
Q12934,O14641,0
P50570,Q9Y5X1,1
Q99961,O75807,0
Q9FWX6,Q1EC66,1
Q9SK87,P43286,1
Q9NVJ2,Q13148,0
A4D1P6,Q86XS8,0
Q96GG9,P51957,0
P31751,O60674,0
Q16658,Q8IUX8,0
Q14258,Q96PU5,1
Q9NYB9,Q9UJ41,1
Q9Y2Z9,Q92535,0
O94989,Q5HYJ3,1
Q9ZRW8,Q9SID2,1
Q9BV40,O75381,0
Q15714,Q13148,0
O14757,O15155,0
Q9C514,Q42551,1
Q9FNY0,Q9LMT0,1
P49761,Q9UJC3,0
Q9ZWM9,Q94AI7,1
O75530,Q13618,0
O75347,Q8TAF3,0
Q96CV9,P08621,1
Q8WV44,P62070,0
Q15382,Q12933,1
Q12849,P51991,1
O00422,Q99612,0
Q9UGI0,O00161,0
Q96B97,Q86SQ0,1
Q13432,Q96K62,0
Q5T0N5,Q9H773,0
P35268,O43172,0
Q68CZ6,Q6PJT7,0
Q9NRA8,Q9NYZ3,0
P07948,Q8N5H7,1
P46937,P40926,1
O04249,P43286,1
Q9H8Y8,Q9BW66,0
O00257,O43752,0
P35711,Q8WV28,0
P61247,Q8IZ08,0
P14866,Q7Z5L9,0
Q9BYC9,Q9H079,0
Q4G0J3,P20794,1
Q9FN37,Q0WVM4,1
Q9Y5X1,P06400,0
O00257,Q86YV5,0
Q9FJX2,Q8VZB9,1
P63208,Q9BUJ2,0
Q14155,Q16543,0
P40938,P61764,0
P04629,O14929,1
O95347,Q92667,0
Q96KS0,P11230,0
Q9SZG0,Q9ZUT3,1
P29516,P43286,1
P24539,P40939,1
P23588,P60228,1
P83483,Q94A28,1
Q93VH9,O23140,1
Q14684,Q14444,1
O14874,P31948,1
Q13564,Q96SI1,0
Q8IXR5,Q6FI91,0
O94887,P54105,1
P20290,P83369,0
P49736,O75874,0
Q99963,O60260,0
Q96RN5,Q9P0W2,0
P92973,O81275,1
P50613,Q9BYE7,1
Q13227,O75689,0
Q13042,Q9HC77,0
Q16204,Q96A19,1
P18848,Q9H8K7,0
Q6ZN04,Q13724,0
Q2V3L3,Q84M92,1
P28072,P35527,0
O00161,Q86V48,0
Q9SR06,Q9C710,1
Q92574,Q13671,1
Q9SWG3,Q9LIE5,1
P61964,Q9BQG0,1
P43405,Q86VM9,0
O64647,Q9XI84,1
Q5XPJ9,Q1ECJ7,1
Q9Y6E0,Q8WWM7,1
Q9BSI4,P49771,0
Q96RP9,Q16543,0
P14866,P23588,0
Q9NQW6,Q9UII4,1
Q5T4F4,Q8NHH9,1
Q13618,Q9P2R3,1
Q8L8A5,Q93Z00,1
Q9UHW5,Q9H6T3,1
Q9UQN3,Q9UBS3,0
Q13033,Q9BZV1,0
Q00987,P83731,1
Q39265,Q8RYC8,1
P54257,O14974,1
Q5T1M5,O14745,0
Q9C7S5,Q9FL28,1
Q12959,O14936,1
Q9FRR1,Q1PFJ4,1
Q16659,Q16186,1
P29762,P42677,0
Q9H8V3,P34897,1
P26368,P31948,1
P55072,Q9UBN7,1
Q9SZG0,O64636,1
Q94AH6,Q9C9W9,1
Q38798,Q9FGT9,1
Q7XYY2,Q9SA77,1
Q9HAQ2,Q9Y250,1
Q8TDW5,P19838,0
Q9NQW6,Q9C037,1
Q6IBL2,Q9P0N5,0
P10797,P46639,1
Q15417,Q92804,1
Q8LPR5,O04292,1
P42798,P16181,1
Q8TB24,Q9BX66,1
O64748,Q9CAA0,1
Q9ULW6,O60244,0
Q8VZW1,Q9SY29,1
O75832,O95352,1
P17931,P08962,1
P49206,Q9FJA6,1
Q96EA4,P02768,1
Q9H8M9,O95760,0
Q15118,Q16513,1
Q9XFM0,Q9LW29,1
P04629,Q6ZU80,0
Q9Y5X3,O00560,0
Q13885,P60953,0
Q944J0,Q9FK28,1
Q8IXR5,P17858,0
P40763,P53618,1
Q8N1B4,Q10589,0
O15127,Q9UQ90,0
Q9ULR0,P17931,0
O14745,Q9NXU5,1
O94762,Q13867,0
Q9LM33,O80450,1
P56765,Q01525,1
Q9XF04,Q9SYQ8,1
Q13627,Q5T9A4,1
Q9NTM9,O00429,0
Q9GZT6,Q9Y3D9,1
P21860,Q96QG7,1
O00762,Q00887,0
P29590,Q9NTZ6,0
Q8TF74,Q16531,0
P14866,P06213,1
Q03013,Q9Y6G3,0
P30408,O43252,0
Q6PJT7,P62875,0
P12429,Q99547,0
Q9M0I2,Q39233,1
Q8WUB8,O60884,0
P68400,P63272,1
Q9BVI4,Q8TF65,0
Q99961,Q9H788,1
O15228,Q6FII1,0
P09326,Q9Y333,0
Q9P2K9,P36542,0
Q14781,Q06587,1
Q8IX03,Q9GZP1,0
Q15637,Q9H6Z4,1
Q9C7D7,Q8GX37,1
O15226,P49257,0
Q9NWB7,Q70UQ0,1
Q13835,P62258,0
Q9H672,Q9NUG6,1
Q9SK22,P51427,1
P51413,Q9SF40,1
O95758,Q9Y333,1
Q9Y2H0,P18615,0
P62316,Q13099,0
Q6IAN0,P05026,0
Q14240,Q9Y2J2,0
Q13418,P48023,0
P14866,O15226,0
Q9SGQ0,P49177,1
Q86XS8,Q8NG27,0
O76071,P33992,1
Q8TEB1,O75533,0
P34066,Q8GYA6,1
Q9NW38,O60313,0
Q86YJ6,P00742,0
Q13426,Q6IBE6,0
Q9UBS5,P54274,0
Q94CG2,Q9SXS2,1
Q7L4P6,Q96RU7,0
Q6P1J9,Q6T4P5,0
Q5XPI4,O00559,0
Q9LHA7,Q1EC66,1
Q8LBL1,P48348,1
P68366,Q9HC16,0
Q9S744,Q8GY88,1
Q00987,Q8WTS6,1
P14866,Q9BWF3,1
P51970,Q99623,1
Q9H000,Q05519,0
O95163,Q9NQW7,0
P54252,Q8TDR0,0
O95424,Q16143,0
Q13426,Q6I9S2,0
Q8WYA0,Q15029,0
Q6PKG0,Q04323,0
Q8LC83,P16181,1
Q8WUA2,P51665,1
P42776,P42777,1
P14373,O95696,0
Q05086,P12956,1
Q14498,Q9UJZ1,1
P40926,Q99623,1
P18669,O95563,0
P04629,Q9UH99,1
Q9UNH7,Q96CV9,1
A7XYQ1,P04792,0
Q969X0,P18615,0
Q9ZST4,Q9SLF3,1
Q9LHP2,Q8LB54,1
O48844,Q9LP45,1
Q93YN0,Q8LAZ7,1
P47224,O14949,0
O94761,P33552,0
Q14247,O75486,0
P14618,Q16864,0
P14174,P60520,0
Q99747,Q96A33,0
Q96323,O80582,1
P26641,Q9UJX4,0
Q0WNX9,Q8LF80,1
Q969T9,Q08170,0
Q9SKX8,Q9C9C6,1
P25205,Q9NYB9,0
Q96DV4,Q13263,0
Q14919,Q96FF9,0
O04719,Q940H6,1
Q9ZPS9,P48348,1
O15294,Q9Y6A5,0
Q9FNP8,Q9LXG1,1
P51693,Q9UQL6,0
Q42134,O81148,1
O75530,Q9BWF3,1
Q86TG7,Q86WT6,0
Q8WUB8,Q9UK41,0
O15239,P09669,0
P02545,P14678,0
Q92925,O95816,1
P43255,Q9ZVH4,1
P43307,Q96G97,0
P98170,Q86TM6,0
Q7L2Z9,Q92805,0
Q84W66,Q9FGP7,1
Q9FRS6,Q8W4S5,1
Q6PI98,Q9Y3C0,0
Q9UNF0,Q9NQP4,0
O95900,Q9GZT3,1
Q96EZ8,Q96QZ7,0
Q02543,P18858,0
Q05758,Q94AM1,1
Q92804,Q13435,1
Q42521,P42643,1
Q39023,Q9C8Z9,1
Q9ZWS6,Q9SJN0,1
O22781,Q8LBW3,1
Q9UFW8,Q96N11,0
O94874,Q13286,0
P68036,Q16594,0
Q9BXM7,Q9P0K7,1
Q9LVU1,Q8GX23,1
Q96L92,Q13823,0
Q13418,Q14289,0
O15145,O43765,0
Q8WVX3,Q9GZS1,0
Q12772,Q9NWF9-3,0
Q9Y263,Q13523,1
Q8TBB1,Q9Y3Q8,1
Q6IQ23,Q13625,0
Q8GW64,Q8H1F2,1
Q02241,O95218,1
Q14680,Q96QZ7,1
Q9SJI8,Q8RYC8,1
Q8IZ69,Q5JTH9,0
P63208,Q9UQ80,1
Q8WXW3,P21860,0
Q13418,Q9Y4P3,0
Q96GD4,P15090,0
P78406,P63104,0
Q6ZNA4,O14949,0
Q9UL03,Q8WVD3,0
Q9FZ95,Q38898,1
O76064,Q08345,0
Q9UPN9,O15226,0
Q96AC1,Q13480,0
P06858,Q9H1E3,0
P45432,Q9FVU9,1
P09874,Q676U5,0
O15169,P38570,0
Q96GM8,Q86XM6,0
O14757,Q13976,0
Q8LPR5,Q9LNV5,1
Q8WY91,P02768,0
Q9S744,Q8RYD9,1
O23304,O49318,1
Q94C33,Q8GWR3,1
Q9H0R3,P63272,0
Q39025,O80928,1
Q6KB66,O60895,0
Q06BH3,Q9C9Y8,1
Q9FQ25,O82659,1
Q53GS7,Q08379,0
O75251,Q6IAV4,0
O95907,Q96AE4,0
Q9LSX9,Q9LRW4,1
Q96A33,Q9NVE7,0
O75525,O43252,0
Q9UKE5,Q6ZNE9,0
Q15029,O75323,1
Q42403,Q9ASS4,1
Q63ZY3,P14373,0
P42696,Q92567,0
Q9HCU9,P01909,0
Q9H0H5,P58340,0
C0LGI2,C0LGR6,1
P14678,Q93091,0
Q5HYJ3,Q8N684,1
Q01804,Q9UL15,1
C0LGE0,Q9LHP4,1
Q86XM6,O95989,0
Q99653,Q9UNE7,0
Q6ZTA4,P06753,0
P24844,Q6PJ22,0
P07949,Q15334,1
Q96CV9,P54819,1
Q8H129,C0LGX3,1
O23210,Q8H1F2,1
O43660,Q9UDY2,0
Q9XFM6,Q3YL57,1
O82318,Q8VYT3,1
Q53H47,P18848,0
Q8TC92,P16220,0
Q7L591,P07949,1
Q84JG2,Q8W475,1
P13497,P20042,0
P53803,Q6P2C8,1
P63244,Q9UNZ2,1
Q14194,Q8TCG2,0
O60671,Q9H0E4,0
O43502,O00212,0
Q5JRX3,P49754,0
P55209,Q9BZJ0,0
Q92692,Q15119,0
Q86VM9,Q9NUQ6,0
Q13188,P78406,1
Q99653,Q8N9T8,0
Q9BXW9,P09012,1
O95149,Q9Y657,0
P55060,Q9BYN8,0
Q96BZ8,Q15560,0
Q92561,O60828,0
Q42134,Q7DLS1,1
Q8L8A5,Q9SJR5,1
P23284,P61006,0
Q9NZ72,P40306,0
Q9NQB0,Q13835,0
P49761,P61221,0
Q05153,Q93XW7,1
O95639,P30086,0
Q41969,Q39067,1
Q8S8Y9,Q6AWW5,1
P30154,O60907,0
P46199,P49406,1
Q15714,Q9BZL4,0
P49790,Q9BZV1,0
P28072,P08133,0
Q58CM8,O81913,1
O75031,Q13352,1
Q9Y383,P27694,1
Q8GYY1,Q42337,1
O43318,P00558,1
Q9FNP8,O65569,1
O76027,Q9ULX9,0
A1A4Y4,Q676U5,1
Q12988,Q5RL73,1
P49257,Q9C0E8,1
P11413,P14324,1
O50008,P48347,1
P49321,Q9P2N6,0
O14717,P34913,0
Q8WUY9,O75477,1
P26641,Q4VC44,0
Q9H3H1,P24593,0
Q8TF76,Q6WCQ1,1
Q13618,Q13435,1
Q9UGI0,Q9Y2D8,0
P04629,Q92567,0
Q9UPY8,P16220,0
P21741,P50336,0
P19256,Q9NQW7,0
Q7L5D6,P11172,1
P35606,P48444,1
O65570,Q1EC66,1
Q13618,Q9UPV9,0
P51957,P28331,1
P23497,Q96TC7,0
Q9SAC6,Q96291,1
Q9FMX2,Q8L4B2,1
Q15020,Q9NW13,1
Q9M2X3,Q9FJW5,1
P52630,P40763,1
Q9LXD8,Q9C9L2,1
P30622,Q9NWB7,1
Q9LHP1,Q93VH9,1
P02545,Q8N0S2,1
Q59H18,Q9UKT5,1
Q16774,P45954,0
Q969H0,O60573,1
Q9GZT6,Q8N2I9,0
Q9BVG8,Q9UJV3,1
O60282,Q16890,0
Q8N983,Q9BT92,0
C0LGW2,Q9SUY9,1
Q9BRS2,P83731,1
P20290,P54198,1
Q9NUJ1,Q9BUB5,1
P41743,Q9HC77,0
P68366,P60174,0
P55072,O75146,1
Q13564,P60880,0
Q8NB25,P33993,0
Q96AW1,Q9UI14,0
Q9Y3Q8,Q9BYV6,1
Q96T52,O94826,1
Q8GYA6,Q8L4A7,1
Q92734,Q92918,0
Q75N03,Q12770,0
Q8GY61,Q38822,1
Q8N6T3,Q969V4,0
Q9BYZ6,Q9BQ67,1
Q9BZV1,Q86YT6,0
P51116,Q6ZMQ8,0
Q969L4,P24539,0
P68871,Q32NB8,0
Q02543,Q8IWR0,0
Q9STR1,Q8LCL3,1
Q9NZJ0,Q5T7V8,0
Q9H000,Q53GS7,1
Q9H267,Q9Y4Y9,0
P62306,Q9NYP9,0
Q7Z419,P31483,0
P61964,Q96RP9,0
P28072,Q13200,1
Q9BYN8,Q13823,1
P53355,P06753,1
O94953,O95760,0
P21579,Q9C099,0
O65628,Q9ZPH2,1
P62316,Q12972,1
Q8VZN1,Q38897,1
Q9H0A6,P56134,0
P61956,Q13243,1
Q9LHP1,P34788,1
P62191,Q99436,1
Q9LMN8,Q9SXB8,1
Q8LG50,Q1PE15,1
Q1PEF6,Q9M0U9,1
Q9LDM4,Q9FNY2,1
O95782,P50402,0
Q84TI3,Q8L8A5,1
Q13137,O95503,0
Q96JG8,Q9NQC3,0
Q9MAL9,Q8L8A7,1
Q15907,Q13064,0
Q969R8,Q08752,0
O81146,Q9SL67,1
Q66GS9,Q96MT8,1
Q9LYC1,Q9LQT8,1
P98175,P08559,0
O14788,Q07666,1
P0DH95,Q0WPH8,1
Q8GZM7,Q84LH8,1
O22446,O48686,1
Q02241,P51116,1
O60861,P57740,0
Q7L5N1,P62424,0
Q708Y0,Q8H1F2,1
Q9NQG5,Q9UBK9,1
Q96262,Q9SQH9,1
O65351,P42643,1
Q13501,P31948,1
Q56XR0,Q9LXA9,1
Q9XF89,Q24JJ9,1
Q9NVJ2,P54105,0
P14373,Q9UNE7,0
P04629,Q13596,1
Q86VP1,Q9UER7,1
Q2HIM5,Q9SQH6,1
Q6ZU80,Q9ULJ1,1
Q8WYQ5,Q8N7W2,1
Q14005,Q8N5U6,0
Q12797,Q8IX90,0
P27140,Q24JJ9,1
P38936,Q96RN5,0
Q969H0,Q9UBK2,1
Q9NQZ6,Q494U1,1
Q9LFS4,Q6R2K3,1
Q08379,Q5JTH9,1
Q12889,O43504,0
P02649,P40939,1
Q9NVK5,Q8TES7,0
Q9NUT2,Q9H0E2,0
Q9UJC3,O00221,1
P09467,Q6RFH5,0
Q08345,Q9NPJ6,0
P23508,Q12904,1
O75525,P42772,0
P62304,Q9Y5U2,1
Q15744,Q8ND71,0
Q9BS16,Q96E11,0
O14733,O60885,0
P62314,Q6PF18,0
P14324,Q9H5Z6,0
Q08379,Q07666,0
P53602,Q9Y5X3,0
P60033,Q07666,1
Q9FTA2,O04292,1
O14798,Q9H4T2,0
O43684,Q16633,0
Q8TCJ0,Q13554,0
O80452,O80452,1
Q9NPF4,Q9BZD4,0
P21579,Q16864,0
O23320,Q42479,1
Q8WTW4,Q6ZWJ1,1
Q15287,Q16630,1
Q86TW2,P42025,0
Q15029,P31483,0
P50402,Q00059,0
P04629,Q92878,1
Q940A7,Q6SJR1,1
Q9LUV2,Q9LZQ0,1
P60660,Q13561,0
Q9BTE6,Q8N4F7,0
Q13885,O15355,0
Q9BRK4,Q6UVJ0,1
P08581,O43752,0
Q03509,Q9SGN7,1
Q9LSE2,Q940H6,1
Q92838,O00203,1
Q9ULU8,Q9Y2M5,0
O95661,P53041,0
P10916,P01040,0
Q96MT8,Q8N6V9,1
Q969F0,O75425,1
O43663,O94906,1
Q14596,Q96PU5,1
P35052,P62258,1
O14775,O00560,0
Q504Q3,Q9UBN7,0
Q9P1W9,O96013,0
Q9UNN8,Q6UW56,0
Q8WYH8,Q93045,0
Q92804,P07910,1
Q92805,Q2NKX8,1
Q9UK76,Q6PJ22,0
Q9NP79,Q14247,1
Q96GD4,Q969H8,0
O00217,P02649,1
P07900,Q8TF65,0
Q96PU5,Q53T94,1
Q9UL15,Q9P0L0,1
Q5VIR6,Q6ZU80,0
Q8LC83,Q9FLF0,1
Q00987,Q14152,0
Q14974,Q9Y383,0
O95235,P11310,1
P45973,P04843,0
P48623,P46313,1
Q14289,Q9BQG0,0
Q9FI78,Q39237,1
Q9SIU0,Q9SIU0,1
Q96DB2,Q9UJX4,0
